cliente_id,banda,ingreso_recurrente,edad,antiguedad_laboral,num_productos,score_comportamiento,ratio_deuda_ingreso,meses_ultimo_atraso,default,prob_default
4812,4,4280.7,45,1.99,1,711,0.29,1,0,0.4369
4813,4,4151.18,43,1.37,2,705,1.76,0,0,0.7973
4814,4,4115.39,50,2.36,1,625,0.49,4,0,0.5888
4815,4,5984.91,48,2.96,2,621,0.8,3,0,0.2471
4816,4,3540.74,47,1.9,2,692,2.13,0,0,0.8943
4817,4,4418.25,54,2.68,2,640,1.73,11,0,0.6888
4818,4,4770.88,41,1.38,2,617,0.72,6,0,0.5668
4819,4,3715.83,39,0.78,1,755,0.13,2,0,0.5391
4820,4,4889.27,46,1.83,3,621,2.11,11,0,0.7433
4821,4,4180.15,40,2.3,2,593,2.9,8,1,0.9224
4822,4,4799.45,42,1.64,2,630,0.1,1,0,0.4248
4823,4,4413.6,37,0.63,3,681,0.42,32,0,0.357
4824,4,2859.58,45,2.04,1,673,0.56,1,0,0.8029
4825,4,5544.88,34,1.46,2,764,0.1,11,0,0.1241
4826,4,6156.37,41,0.98,1,631,0.15,27,0,0.1191
4827,4,4358.6,41,2.38,2,681,0.54,10,0,0.4239
4828,4,3781.64,39,0.98,2,726,2.31,8,0,0.8725
4829,4,5704.81,33,0.9,2,637,0.1,18,0,0.1973
4830,4,6012.31,33,0.9,1,705,1.7,2,0,0.4476
4831,4,4364.96,38,1.32,1,578,1.6,2,0,0.8501
4832,4,4325.06,44,2.17,2,757,1.36,8,0,0.5282
4833,4,4436.07,43,2.49,1,719,0.33,17,0,0.2676
4834,4,3160.36,41,1.88,2,635,0.47,7,0,0.7624
4835,4,4267.1,37,1.2,2,711,0.36,30,0,0.3119
4836,4,5871.95,43,2.33,2,735,2.06,2,0,0.4099
4837,4,4365.05,33,1.2,1,605,0.52,13,0,0.5882
4838,4,3667.97,30,0.47,1,640,0.1,20,0,0.6008
4839,4,4897.35,40,1.82,2,737,0.22,4,0,0.2621
4840,4,3966.24,39,1.32,3,673,0.43,26,0,0.4574
4841,4,4446.84,47,2.07,2,691,2.15,1,0,0.7856
4842,4,3484.92,42,2.4,3,673,0.59,24,0,0.5315
4843,4,3670.7,50,3.02,3,714,0.83,18,0,0.4837
4844,4,5090.13,39,2.09,1,695,0.1,0,0,0.2635
4845,4,4592.69,44,2.52,3,675,1.47,5,0,0.6063
4846,4,3879.15,40,1.36,2,564,0.54,6,0,0.7673
4847,4,4595.63,48,3.1,3,702,1.78,0,0,0.6267
4848,4,4014.28,40,1.65,2,706,0.41,0,0,0.5583
4849,4,3872.99,46,2.86,1,608,0.8,0,0,0.713
4850,4,5431.23,36,1.34,3,611,0.45,5,0,0.3849
4851,4,5126.3,39,1.86,1,695,0.11,4,0,0.2493
4852,4,4482.98,41,2.07,3,679,0.22,22,0,0.2818
4853,4,4615.47,48,3.01,1,571,0.1,3,0,0.4366
4854,4,4493.28,31,0.08,2,628,0.41,8,0,0.619
4855,4,4889.61,40,1.01,2,685,0.73,0,0,0.515
4856,4,3860.4,40,2.14,3,703,0.2,8,0,0.4567
4857,4,5190.0,31,1.08,1,640,0.47,19,0,0.3245
4858,4,4782.85,39,1.31,2,662,0.43,3,0,0.4624
4859,4,4289.55,34,1.38,2,626,0.53,3,0,0.6348
4860,4,4109.78,30,0.1,3,736,0.14,7,0,0.4979
4861,4,5172.9,40,3.43,2,678,0.53,3,0,0.2496
4862,4,4379.61,40,2.46,2,636,0.32,4,0,0.473
4863,4,3940.89,40,2.11,2,612,0.24,2,0,0.6216
4864,4,4192.34,43,2.14,1,606,0.62,3,0,0.6472
4865,4,5115.36,37,1.19,3,760,0.11,9,0,0.1953
4866,4,3211.56,50,2.14,1,661,1.62,20,0,0.819
4867,4,4215.67,41,1.84,2,650,1.91,6,0,0.8101
4868,4,5356.47,48,2.17,2,659,0.76,0,0,0.3757
4869,4,4365.43,33,0.7,1,638,0.25,2,0,0.5989
4870,4,4718.25,37,0.79,2,664,0.69,24,0,0.4163
4871,4,5369.42,45,2.42,3,671,0.64,19,0,0.2131
4872,4,5213.86,40,1.61,2,670,0.35,0,0,0.3451
4873,4,4147.95,36,1.67,1,606,0.24,19,0,0.4977
4874,4,4395.69,32,1.23,1,714,0.13,26,0,0.2661
4875,4,5223.81,45,2.41,2,642,0.17,3,0,0.2773
4876,4,5251.58,45,3.63,2,637,0.74,9,0,0.2722
4877,4,4429.56,43,2.51,3,634,1.52,6,0,0.6955
4878,4,4457.16,39,1.07,2,617,0.34,3,0,0.5945
4879,4,4714.15,36,1.63,2,683,0.1,1,0,0.3702
4880,4,5593.52,41,1.87,2,714,0.1,3,0,0.1682
4881,4,5354.05,35,0.63,2,633,0.36,21,0,0.2982
4882,4,5054.71,38,0.89,3,577,0.19,13,0,0.432
4883,4,3637.06,48,2.83,2,618,0.27,3,0,0.6274
4884,4,4280.13,32,1.35,1,647,0.19,6,0,0.5173
4885,4,4322.17,45,1.78,2,608,0.76,4,0,0.6648
4886,4,5634.79,49,3.19,2,640,0.71,5,0,0.2472
4887,4,4308.91,46,2.54,2,642,1.7,11,0,0.709
4888,4,5502.75,43,2.7,3,669,0.84,6,0,0.2803
4889,4,4043.44,39,2.24,2,597,0.13,1,0,0.5962
4890,4,4107.29,38,1.52,2,699,0.97,2,0,0.6593
4891,4,4885.16,30,1.62,2,753,0.14,6,0,0.2335
4892,4,5754.52,42,1.44,3,741,0.57,9,0,0.1777
4893,4,4330.58,39,2.9,3,640,0.1,5,0,0.3937
4894,4,2449.79,38,1.16,3,703,0.1,7,0,0.7813
4895,4,3248.65,41,1.88,1,697,0.44,12,0,0.636
4896,4,4738.37,42,1.72,2,667,0.1,6,0,0.3477
4897,4,3320.16,38,1.41,1,678,0.26,30,0,0.5162
4898,4,3807.55,50,4.26,2,704,0.29,2,0,0.3794
4899,4,4509.87,45,2.07,1,714,1.03,20,0,0.3999
4900,4,2540.51,46,2.83,1,629,0.28,2,0,0.8091
4901,4,4196.22,41,1.78,2,707,0.48,6,0,0.479
4902,4,3568.15,44,2.67,2,753,1.04,4,0,0.6177
4903,4,3300.66,37,1.23,1,714,0.16,3,0,0.6508
4904,4,3858.25,45,2.43,1,746,1.14,26,0,0.4495
4905,4,3644.63,40,2.11,2,540,1.25,2,0,0.8851
4906,4,4875.58,36,1.04,1,699,3.0,8,0,0.8472
4907,4,5457.22,41,3.28,2,683,0.41,13,0,0.1511
4908,4,4208.46,40,2.14,2,721,0.32,1,0,0.4337
4909,4,4023.1,53,2.99,3,613,0.85,28,0,0.4866
4910,4,4168.64,44,1.85,1,644,0.1,6,0,0.4893
4911,4,3613.45,49,2.75,1,715,0.1,19,0,0.3533
4912,4,3469.01,47,1.89,2,617,0.29,8,0,0.6918
4913,4,3183.56,42,2.89,3,682,0.92,8,0,0.7185
4914,4,3436.38,39,1.92,1,669,0.1,3,0,0.6257
4915,4,5805.59,33,1.06,1,660,0.71,11,0,0.2807
4916,4,3947.66,37,2.02,3,698,0.22,0,0,0.516
4917,4,2146.7,45,1.94,1,614,0.74,6,1,0.9172
4918,4,4030.35,40,1.22,1,630,0.43,0,0,0.6888
4919,4,3227.67,43,2.03,3,663,0.1,2,0,0.6734
4920,4,4547.59,31,0.96,3,609,0.2,0,0,0.5855
4921,4,4461.32,44,2.47,2,731,0.17,19,0,0.2166
4922,4,4544.71,47,1.76,3,630,0.13,7,0,0.4334
4923,4,4467.42,33,0.87,2,709,0.44,8,0,0.4612
4924,4,4201.83,43,0.56,1,626,2.17,15,0,0.8734
4925,4,3335.28,48,2.01,2,705,0.75,10,0,0.6744
4926,4,4440.28,50,3.16,2,589,1.27,1,0,0.6931
4927,4,5315.14,39,2.18,2,740,2.78,7,0,0.6465
4928,4,5950.94,45,1.73,3,726,0.54,30,0,0.0888
4929,4,4309.61,49,2.54,1,642,0.19,1,0,0.4678
4930,4,4396.31,44,2.21,2,628,1.84,7,0,0.7727
4931,4,4900.34,48,3.14,2,692,0.84,6,0,0.3355
4932,4,5694.59,41,2.66,1,593,2.23,3,0,0.6524
4933,4,4110.96,43,2.18,2,671,0.74,24,0,0.4476
4934,4,5054.12,38,1.47,2,629,1.04,3,0,0.5723
4935,4,3841.74,41,1.18,3,657,1.55,0,0,0.8563
4936,4,4763.88,44,2.25,3,637,1.0,26,0,0.3931
4937,4,5276.48,38,2.64,2,630,0.58,10,0,0.2999
4938,4,3467.31,40,2.45,2,755,0.45,3,0,0.5347
4939,4,4079.88,45,2.39,2,709,1.21,2,0,0.6417
4940,4,5263.83,52,3.15,2,596,1.03,21,0,0.3292
4941,4,4992.93,31,0.56,1,626,0.32,2,0,0.5066
4942,4,5328.76,51,2.72,2,712,0.48,6,0,0.2046
4943,4,5178.75,40,1.87,2,718,0.71,1,0,0.3359
4944,4,4227.12,46,2.48,2,600,0.1,42,0,0.2578
4945,4,6259.35,47,3.01,3,704,0.2,11,0,0.07
4946,4,4609.53,49,3.18,1,683,0.2,6,0,0.28
4947,4,2055.43,38,1.86,2,572,1.5,10,1,0.9642
4948,4,4274.12,40,1.3,2,649,0.28,19,0,0.4448
4949,4,4124.66,41,1.42,2,663,0.55,26,0,0.4561
4950,4,5136.2,40,1.36,1,672,1.25,12,0,0.4802
4951,4,4139.05,48,2.72,2,603,0.21,15,0,0.4515
4952,4,5379.18,41,0.89,1,631,0.1,4,0,0.3365
4953,4,4946.48,33,1.1,3,638,2.07,3,0,0.7909
4954,4,3699.93,38,2.3,3,643,0.85,13,0,0.6654
4955,4,4387.7,34,1.53,1,644,0.14,11,0,0.437
4956,4,3879.57,40,1.62,1,663,1.2,18,0,0.6829
4957,4,4647.81,45,1.95,1,685,1.08,1,0,0.5675
4958,4,3874.81,38,2.0,1,758,1.27,9,0,0.6076
4959,4,4559.55,39,1.85,1,713,0.23,8,0,0.3257
4960,4,4282.16,40,1.68,1,735,0.42,12,0,0.3742
4961,4,4378.22,42,1.71,2,645,0.83,0,0,0.649
4962,4,6140.75,44,2.24,2,619,0.35,14,0,0.1503
4963,4,4211.61,46,2.25,2,710,0.1,3,0,0.3802
4964,4,2952.45,53,3.49,2,669,0.1,9,0,0.5763
4965,4,5312.66,42,2.62,3,706,0.64,7,0,0.2357
4966,4,5306.36,45,1.62,3,625,0.33,4,0,0.3558
4967,4,2916.85,34,0.59,2,702,0.1,10,0,0.7219
4968,4,3939.28,40,2.47,1,661,1.02,25,0,0.5312
4969,4,4848.65,40,1.88,1,646,0.38,3,0,0.4194
4970,4,4919.36,36,0.83,1,651,0.26,11,0,0.3913
4971,4,4496.22,39,2.19,2,694,0.88,3,0,0.511
4972,4,4514.26,41,2.07,2,708,0.43,14,0,0.3266
4973,4,3749.13,39,2.8,2,651,0.83,4,0,0.6671
4974,4,2580.12,55,3.18,1,687,0.1,4,0,0.6806
4975,4,6139.61,44,2.75,2,687,0.1,11,0,0.0832
4976,4,3725.07,52,2.28,1,706,0.57,5,0,0.5744
4977,4,4641.2,49,3.4,1,719,2.82,2,0,0.7573
4978,4,4372.92,38,2.07,2,760,0.22,43,0,0.1287
4979,4,5217.76,42,2.8,1,646,0.8,7,0,0.3417
4980,4,4591.92,39,2.26,2,743,0.13,8,0,0.245
4981,4,4622.75,41,1.85,3,675,0.26,8,0,0.37
4982,4,2392.55,37,0.91,3,615,0.1,17,0,0.8338
4983,4,3833.33,39,1.4,1,637,1.49,1,0,0.8535
4984,4,5095.71,43,1.22,2,693,0.26,0,0,0.3467
4985,4,5023.73,43,1.64,2,706,0.18,3,0,0.285
4986,4,3738.68,43,2.31,3,619,0.92,6,0,0.7402
4987,4,3237.58,41,1.88,3,631,0.16,2,0,0.7297
4988,4,4601.26,46,2.29,1,643,0.19,9,0,0.3673
4989,4,2174.58,40,1.4,3,626,0.1,0,0,0.8896
4990,4,3581.06,48,1.71,1,575,2.31,12,1,0.9332
4991,4,5908.13,32,1.09,2,559,0.2,10,0,0.2958
4992,4,5656.05,45,2.49,2,650,3.0,1,0,0.751
4993,4,4889.8,44,1.7,1,682,0.14,2,0,0.3325
4994,4,4745.87,38,1.33,3,702,0.1,13,0,0.2832
4995,4,2939.86,40,2.57,2,601,1.58,11,0,0.9
4996,4,3907.47,44,2.78,3,602,0.61,13,0,0.5973
4997,4,4263.87,46,1.66,3,643,0.3,3,0,0.5494
4998,4,3924.47,33,1.06,3,670,0.5,27,0,0.4978
4999,4,4219.81,45,3.03,2,720,0.21,10,0,0.2925
5000,4,5539.38,39,1.59,2,705,0.71,0,0,0.3081
5001,4,4066.54,47,2.37,2,651,0.67,5,0,0.5937
5002,4,4227.25,32,1.55,2,688,0.1,8,0,0.4214
5003,4,5091.63,54,3.69,1,627,1.69,1,0,0.5611
5004,4,3364.42,37,1.97,2,673,0.43,18,0,0.597
5005,4,3827.84,49,2.57,2,666,0.15,11,0,0.4548
5006,4,3909.82,41,2.23,2,740,0.26,0,0,0.4568
5007,4,4544.47,37,2.25,3,694,1.41,19,0,0.4965
5008,4,4224.03,43,2.08,1,631,0.34,4,0,0.5457
5009,4,4249.33,47,2.3,2,631,0.58,4,0,0.5755
5010,4,3968.12,34,1.82,2,653,2.07,12,0,0.8341
5011,4,3643.34,45,3.32,2,591,0.74,8,0,0.6872
5012,4,4987.31,41,2.96,2,658,0.79,4,0,0.3781
5013,4,4229.76,44,2.01,1,662,0.2,2,0,0.4889
5014,4,4995.22,42,1.86,3,693,0.77,5,0,0.3934
5015,4,3610.7,39,1.19,3,700,0.35,6,0,0.6283
5016,4,3967.81,36,1.46,1,674,1.69,7,0,0.8053
5017,4,4323.05,45,1.76,1,588,0.1,7,0,0.5357
5018,4,4397.71,45,2.04,1,608,0.24,7,0,0.5003
5019,4,5103.49,45,2.65,2,639,0.1,5,0,0.2643
5020,4,4155.59,44,2.39,2,702,0.34,6,0,0.4209
5021,4,5097.39,46,1.49,1,700,0.11,2,0,0.2809
5022,4,4799.96,49,3.49,2,657,1.31,1,0,0.513
5023,4,4414.52,32,0.46,1,787,1.81,7,0,0.6846
5024,4,3738.96,30,0.32,3,748,0.77,0,0,0.7165
5025,4,5105.5,50,2.18,3,731,0.1,0,0,0.2182
5026,4,3758.93,35,0.97,3,705,0.29,2,0,0.6214
5027,4,4482.98,36,0.95,1,692,2.34,1,0,0.8514
5028,4,4456.85,40,1.36,2,689,0.1,3,0,0.4201
5029,4,4334.32,33,0.0,1,579,0.57,3,0,0.771
5030,4,4188.54,40,1.86,2,617,0.3,0,0,0.6086
5031,4,3842.34,37,1.62,1,658,3.0,2,1,0.9453
5032,4,3206.45,40,2.92,2,676,0.24,0,0,0.6424
5033,4,5623.04,43,2.34,2,663,0.1,3,0,0.1877
5034,4,4106.62,40,1.55,2,683,0.85,12,0,0.5856
5035,4,4397.51,40,1.2,3,564,0.28,2,0,0.6629
5036,4,4392.62,43,2.05,2,695,0.75,8,0,0.4791
5037,4,5376.48,47,2.72,1,673,0.1,0,0,0.2087
5038,4,6046.56,50,2.55,2,660,0.52,0,0,0.1939
5039,4,4627.88,40,1.83,3,716,0.33,5,0,0.3493
5040,4,4374.4,51,3.85,2,617,0.54,4,0,0.4492
5041,4,3601.23,46,2.21,2,658,1.34,1,0,0.8152
5042,4,3345.13,35,0.36,3,684,2.52,2,1,0.956
5043,4,3080.82,35,1.74,2,627,0.98,0,0,0.8767
5044,4,3863.32,39,1.86,3,569,1.02,12,0,0.7813
5045,4,2827.32,49,1.85,1,612,0.53,2,0,0.8566
5046,4,5363.06,39,1.91,2,666,0.1,1,0,0.2542
5047,4,4838.48,32,0.5,1,657,0.77,13,0,0.5174
5048,4,4298.69,40,2.02,2,669,0.11,0,0,0.4588
5049,4,5387.51,32,1.95,1,637,0.2,2,0,0.2918
5050,4,3643.08,36,1.31,1,604,0.86,2,0,0.8279
5051,4,3844.02,39,2.24,1,676,0.75,2,0,0.6496
5052,4,2952.97,42,1.39,2,661,0.26,0,0,0.7956
5053,4,5119.48,47,1.74,1,701,1.04,21,0,0.3131
5054,4,3851.73,45,3.31,3,632,1.96,15,0,0.7739
5055,4,4512.56,36,1.55,1,568,0.55,4,0,0.6528
5056,4,5302.06,40,2.12,2,539,0.79,4,0,0.5404
5057,4,5596.68,42,2.58,1,649,0.22,5,0,0.2009
5058,4,4476.68,40,1.54,1,676,2.47,5,0,0.8427
5059,4,4807.39,40,2.21,3,658,0.22,12,0,0.3003
5060,4,3776.92,33,1.44,3,641,1.53,5,0,0.8451
5061,4,5846.7,36,0.75,3,590,1.84,1,0,0.6863
5062,4,4367.08,39,2.46,2,575,0.89,0,0,0.7037
5063,4,4564.23,26,1.05,1,688,1.17,20,0,0.5279
5064,4,4174.52,45,1.66,1,658,0.43,0,0,0.5948
5065,4,5459.4,35,1.4,2,651,1.76,18,0,0.5059
5066,4,4659.68,45,2.18,3,592,0.95,9,0,0.595
5067,4,5108.75,44,2.91,3,621,0.28,4,0,0.3063
5068,4,4783.17,39,0.99,1,672,0.1,1,0,0.4147
5069,4,4323.67,47,4.3,2,684,0.54,2,0,0.3512
5070,4,5243.57,45,2.21,1,661,1.29,6,0,0.4627
5071,4,4776.25,40,2.17,2,738,1.38,8,0,0.4618
5072,4,3731.22,39,2.39,1,641,1.26,9,0,0.7529
5073,4,3708.63,47,2.4,2,734,0.17,4,0,0.4489
5074,4,4619.06,43,2.04,3,680,0.39,3,0,0.4112
5075,4,5225.97,47,2.25,2,675,0.67,11,0,0.288
5076,4,5811.54,30,0.36,1,716,0.77,20,0,0.219
5077,4,3078.23,42,2.14,1,638,0.29,19,0,0.6542
5078,4,4520.53,34,1.13,2,653,0.83,6,0,0.6072
5079,4,4891.72,41,1.65,2,608,0.63,0,0,0.5563
5080,4,4736.54,45,2.07,2,716,0.59,0,0,0.3964
5081,4,5307.46,50,3.09,1,686,0.76,4,0,0.2696
5082,4,5024.43,37,1.1,3,724,0.65,10,0,0.3385
5083,4,3711.6,39,1.58,2,680,0.13,5,0,0.5687
5084,4,3688.17,41,2.35,3,725,1.45,7,0,0.7115
5085,4,4749.96,37,1.62,2,632,0.19,14,0,0.3633
5086,4,5292.4,46,1.88,1,719,0.96,0,0,0.3678
5087,4,4614.73,41,1.89,1,650,0.14,20,0,0.3002
5088,4,3237.65,42,2.22,3,670,0.76,3,0,0.7615
5089,4,3662.26,45,2.79,1,706,1.58,0,0,0.7721
5090,4,5053.21,41,1.52,1,786,0.1,14,0,0.1465
5091,4,4221.08,37,1.22,1,711,2.73,21,0,0.8244
5092,4,4594.37,41,1.55,2,715,0.1,11,0,0.2935
5093,4,5352.33,37,1.18,3,642,0.1,13,0,0.2569
5094,4,3538.23,42,2.2,3,677,1.36,16,0,0.7341
5095,4,4168.61,46,2.7,2,665,0.86,5,0,0.5698
5096,4,4081.7,36,1.93,3,740,0.1,9,0,0.3478
5097,4,4784.32,34,1.15,1,662,1.94,2,0,0.7734
5098,4,5118.31,42,1.3,3,736,0.78,2,0,0.3702
5099,4,3315.79,38,1.93,2,604,0.1,7,0,0.7052
5100,4,4495.57,42,2.08,2,739,1.38,10,0,0.5129
5101,4,5195.46,43,2.13,1,626,0.46,4,0,0.3684
5102,4,3016.17,31,0.26,1,712,0.23,4,0,0.7666
5103,4,4448.49,45,2.2,2,626,1.22,24,0,0.5418
5104,4,3527.37,36,0.8,1,700,0.94,5,0,0.7764
5105,4,3986.75,41,2.14,2,621,0.68,34,0,0.4652
5106,4,2495.97,38,1.39,1,721,1.6,15,0,0.894
5107,4,5614.19,39,1.44,1,712,1.38,8,0,0.3741
5108,4,4215.34,50,2.03,3,639,0.18,0,0,0.5339
5109,4,3854.25,43,2.61,3,698,1.48,2,0,0.7317
5110,4,4762.61,46,2.27,3,717,0.33,4,0,0.3008
5111,4,3666.15,42,2.04,2,623,0.4,8,0,0.6582
5112,4,3590.2,45,1.93,2,618,2.51,4,1,0.9385
5113,4,5708.26,44,1.37,3,616,1.0,14,0,0.3708
5114,4,5946.93,43,1.83,2,609,0.27,8,0,0.217
5115,4,4026.35,47,2.31,2,616,0.73,3,0,0.677
5116,4,5353.88,42,2.15,1,716,0.54,12,0,0.2046
5117,4,4784.83,53,2.92,1,697,0.1,2,0,0.2545
5118,4,3368.93,46,2.04,3,585,1.53,0,1,0.9125
5119,4,3757.49,36,0.65,2,644,1.21,1,0,0.8533
5120,4,5740.88,41,1.92,2,612,1.05,0,0,0.4397
5121,4,3358.56,43,1.7,1,713,0.57,14,0,0.6181
5122,4,6324.8,42,2.66,1,647,0.17,7,0,0.107
5123,4,4042.91,45,2.38,2,592,1.51,6,0,0.8071
5124,4,5764.65,45,2.58,2,678,0.3,8,0,0.1532
5125,4,4255.55,35,1.18,2,700,0.1,8,0,0.4246
5126,4,5139.92,48,2.7,2,622,2.8,6,0,0.7919
5127,4,5616.03,39,1.25,2,656,1.38,14,0,0.4222
5128,4,5611.96,39,1.11,3,624,0.68,4,0,0.401
5129,4,4032.51,39,1.71,3,732,0.1,13,0,0.356
5130,4,3814.09,46,2.69,1,648,0.18,12,0,0.4743
5131,4,4435.03,40,0.83,2,633,0.42,1,0,0.6241
5132,4,3459.62,38,1.35,2,667,0.69,4,0,0.7598
5133,4,4691.41,39,2.62,2,659,0.86,14,0,0.4074
5134,4,3843.36,33,1.34,2,704,1.09,14,0,0.6598
5135,4,5366.17,37,2.27,1,730,0.57,0,0,0.2466
5136,4,4043.91,35,0.98,2,731,0.75,2,0,0.6198
5137,4,3106.19,40,1.57,2,650,1.17,4,0,0.8701
5138,4,5620.73,45,2.78,3,685,0.89,0,0,0.2795
5139,4,4646.69,44,2.51,1,744,2.17,2,0,0.6638
5140,4,4523.31,48,2.55,1,746,1.45,2,0,0.5364
5141,4,5375.52,47,1.87,2,626,0.13,1,0,0.3062
5142,4,5197.26,39,2.28,2,699,2.06,4,0,0.5942
5143,4,3890.52,42,3.26,2,691,0.16,13,0,0.348
5144,4,4140.17,41,1.11,3,716,3.0,2,1,0.917
5145,4,3609.64,31,1.6,2,732,0.85,6,0,0.657
5146,4,3328.44,35,1.07,2,617,0.69,6,0,0.8287
5147,4,4962.87,41,1.73,3,635,0.27,13,0,0.333
5148,4,4813.75,41,2.03,2,715,0.1,4,0,0.2679
5149,4,5108.66,44,1.6,2,677,0.1,2,0,0.2979
5150,4,5525.28,44,2.18,2,558,1.41,17,0,0.5001
5151,4,5119.58,33,0.29,2,586,0.4,14,0,0.4859
5152,4,5190.77,44,2.44,2,703,0.57,7,0,0.2584
5153,4,2837.63,42,3.12,1,711,1.88,0,0,0.8878
5154,4,4254.41,45,1.98,2,602,0.21,0,0,0.5873
5155,4,5271.66,47,2.42,1,724,1.01,1,0,0.3343
5156,4,3565.43,41,1.84,3,660,0.45,1,0,0.6968
5157,4,4573.34,48,3.09,1,618,0.17,1,0,0.4017
5158,4,4915.57,37,1.7,1,641,1.34,2,0,0.6366
5159,4,4854.28,37,1.96,2,608,0.8,3,0,0.5572
5160,4,4795.04,44,1.95,2,639,0.1,11,0,0.3258
5161,4,4979.13,40,2.02,2,576,0.55,9,0,0.475
5162,4,4644.6,43,0.42,2,666,1.34,0,0,0.7454
5163,4,3329.66,51,3.23,3,699,0.1,30,0,0.3264
5164,4,4905.56,43,1.49,2,602,0.38,11,0,0.4405
5165,4,4727.8,43,1.94,2,670,1.15,1,0,0.5859
5166,4,3340.2,37,1.87,3,629,1.37,1,0,0.8802
5167,4,5603.79,33,0.33,1,703,1.05,0,0,0.4512
5168,4,4927.07,41,2.44,3,554,0.26,10,0,0.4178
5169,4,3395.72,47,2.44,2,705,0.49,2,0,0.6368
5170,4,3846.22,40,2.53,3,579,0.95,0,0,0.7893
5171,4,4048.76,44,1.75,1,659,0.12,4,0,0.5188
5172,4,4048.19,49,1.79,3,634,0.63,9,0,0.6247
5173,4,4734.44,49,2.69,2,651,0.89,2,0,0.4968
5174,4,3718.92,44,2.49,2,593,1.33,5,0,0.8242
5175,4,5402.51,42,2.34,2,753,0.1,1,0,0.1501
5176,4,5336.64,34,0.63,3,605,0.28,4,0,0.4345
5177,4,4995.45,38,0.79,2,609,0.55,3,0,0.5554
5178,4,4535.39,40,1.64,2,759,0.85,4,0,0.4351
5179,4,5249.96,37,1.76,2,686,0.92,5,0,0.3874
5180,4,4279.24,43,2.33,1,607,0.2,0,0,0.5496
5181,4,3920.41,51,3.69,1,663,0.1,0,0,0.4271
5182,4,5452.09,49,2.51,2,658,0.83,2,0,0.3365
5183,4,4754.03,43,1.18,1,585,1.68,0,0,0.821
5184,4,3952.75,45,2.9,3,632,1.12,2,0,0.7123
5185,4,4165.81,38,1.7,2,668,0.68,0,0,0.6322
5186,4,3910.86,49,2.84,2,733,2.66,3,0,0.8429
5187,4,6117.74,34,1.58,1,660,0.4,1,0,0.2072
5188,4,4503.28,46,3.03,2,664,0.52,17,0,0.3229
5189,4,4626.22,44,2.19,3,629,0.1,15,0,0.3299
5190,4,5076.98,38,2.19,2,724,2.04,2,0,0.6007
5191,4,3527.71,40,2.08,2,715,0.61,5,0,0.6247
5192,4,5377.24,36,1.07,1,709,0.35,24,0,0.1761
5193,4,4013.72,36,1.28,2,675,0.1,5,0,0.5262
5194,4,5964.01,34,1.51,2,590,0.32,15,0,0.2212
5195,4,4249.87,45,1.95,1,724,0.1,14,0,0.3032
5196,4,5330.11,48,3.04,2,672,0.27,22,0,0.1344
5197,4,2502.56,31,0.98,3,654,2.12,2,1,0.9693
5198,4,3559.89,51,3.09,1,692,0.12,0,0,0.5093
5199,4,4265.11,41,2.62,2,681,0.55,0,0,0.5006
5200,4,2875.37,43,2.28,3,616,0.14,6,0,0.7599
5201,4,4980.71,34,1.24,3,653,1.07,6,0,0.5547
5202,4,4750.37,48,2.56,1,574,0.58,2,0,0.5455
5203,4,3707.34,43,2.03,2,674,0.16,2,0,0.5735
5204,4,4487.23,47,2.66,3,736,1.41,9,0,0.491
5205,4,5145.18,48,3.28,1,580,1.07,3,0,0.4992
5206,4,2817.56,48,2.29,2,676,2.12,7,1,0.926
5207,4,3481.21,38,1.26,2,703,0.1,9,0,0.5736
5208,4,4231.93,40,2.44,2,710,0.43,4,0,0.4237
5209,4,4518.98,38,1.32,2,632,3.0,1,1,0.9261
5210,4,4453.11,46,2.51,3,614,1.17,15,0,0.5885
5211,4,5211.44,43,1.8,1,640,1.25,0,0,0.5636
5212,4,4881.77,47,1.66,2,729,0.68,14,0,0.3049
5213,4,5057.31,47,2.6,2,584,0.87,14,0,0.4396
5214,4,3388.1,33,1.66,1,609,1.15,6,0,0.8573
5215,4,4615.86,48,2.57,1,647,0.1,7,0,0.3357
5216,4,4254.29,46,1.66,3,621,0.83,3,0,0.6867
5217,4,5669.66,40,1.85,2,667,1.18,14,0,0.3168
5218,4,4639.52,43,1.72,2,740,0.1,2,0,0.2993
5219,4,3964.76,41,0.59,2,609,0.25,6,0,0.6954
5220,4,5182.0,45,2.26,1,662,0.27,0,0,0.3064
5221,4,4950.64,40,2.06,2,669,1.35,22,0,0.4247
5222,4,3842.72,44,2.79,1,653,1.06,23,0,0.5641
5223,4,4221.21,42,2.88,2,591,0.75,9,0,0.5974
5224,4,4234.84,39,2.03,1,638,1.14,4,0,0.6993
5225,4,5481.97,42,2.47,3,638,0.42,1,0,0.2895
5226,4,4662.59,55,2.66,2,701,1.45,5,0,0.5422
5227,4,5081.43,38,2.41,2,690,0.19,12,0,0.2048
5228,4,4105.38,40,2.43,2,592,0.85,7,0,0.6827
5229,4,4767.84,38,1.42,1,650,0.19,5,0,0.4109
5230,4,5542.69,39,2.04,3,644,0.1,15,0,0.1758
5231,4,4211.14,46,2.69,1,767,0.23,3,0,0.304
5232,4,4592.12,45,3.04,2,684,0.48,15,0,0.2858
5233,4,3409.35,41,1.82,1,616,1.3,4,0,0.8672
5234,4,3887.55,47,2.13,3,631,0.5,0,0,0.6709
